id,clean_title,stemmed_body,category
57988,hoaks aksi demo di jakarta lengserkan presiden jokowi,jelas edar unggah video media sosial youtube tanggal juli klaim video sebut rupa aksi demonstrasi jakarta tidak liput media lengser presiden joko widodo jokowi fakta klaim telah jadi aksi demonstrasi jakarta lengser presiden jokowi tidak benar lansir tempoco video sebut identik gambar muat situs nytimescom rupa demonstrasi mahasiswa jadi shahbag dhaka bangladesh demonstrasi sebut rupa aksi mahasiswa tuntut kuota kerja pegawai negeri hapus pekerjaanpekerjaan beri kandidat dasar prestasi kategori hoaks link counter,Klarifikasi Hoaks
57987,hoaks surat dan dokumen mengatasnamakan direktorat smk,jelas edar surat dokumen teknis mengatasnamakan direktorat sekolah tengah juru smk menteri didik budaya riset teknologi kemendikbud ristek dokumen sebut isi teknis bangun ruang kelas baru smk tahun anggar pedoman lapor program bantu perintah kembang smk pusat unggul fakta direktorat smk lalu akun instagram resmi direktoratsmk klarifikasi surat dokumen mengatasnamakan direktorat smk palsu tidak benar direktorat smk imbau masyarakat selalu waspada berhatihati tanggap dokumen pihak tidak tanggung jawab hindar jadi tipu rugi finansial tidak ingin lebih lanjut apabila masyarakat temu dokumen surat jenis mengatasnamakan direktorat smk harap konfirmasi benar layan informasi direktorat smk nomor gawai kategori hoaks link counter,Klarifikasi Hoaks
57965,hoaks peringatan idi terkait adanya wabah pengerasan otak dan sumsum tulang belakang serta diabetes,jelas edar informasi media sosial facebook klaim ikat dokter indonesia idi ingat muncul wabah keras otak diabetes keras sumsum tulang belakang masyarakat jauh beberapa minum kemas hindar wabah sebut baik masih upa serbuk siap minum fakta klaim sebut benar rupa hoaks lama edar kutip turnbackhoaxid kutip tulis tempo narasi sebut edar sejak tahun lalu pesan singkat sms blackberry messenger ketua umum idi itu priyo sidipratomo ban sebut priyo jelas dokter sebut narasi yang edar kata nyata sebut nama catut izin tulis narasi bantah idi sampai sejak tahun situs demikian yang sampai ketua idi periode zaenal abidin narasi sebut kembali edar tahun nyata idi keluar nyata dalam narasi kategori hoaks link counter,Klarifikasi Hoaks
57964,hoaks video demo pemakzulan jokowi diskualifikasi prabowo gibran,jelas edar buah akun twitterx unggah video tanggal juli narasi demo makzul jokowi diskualifikasi prabowo gibran dasar hasil telusur informasi sebut ulang kali muncul tahun tim periksa fakta mafindo buat artikel klarifikasi laman turnbackhoaxid judul artikel demo makzul jokowi diskualifikasi prabowo gibran fakta video sebut rupa video demonstrasi tolak omnibus law uu cipta kerja oktober sekitar istana negara bukan demo jadi tahun dasar jelas atas klaim demo makzul jokowi diskualifikasi prabowo gibran keliru masuk kategori konten sesat kategori hoaks link counter,Klarifikasi Hoaks
57963,hoaks akun whatsapp mengatasnamakan wamen lhk alue dohong,jelas edar akun whatsapp mengatasnamakan wakil menteri lingkung hidup hutan wamen lhk alue dohong lihat akun sebut guna nama foto alue dohong nomor fakta akun whatsapp edar sebut benar rupa modus tipu lalu akun instagram resmi aluedohong alue dohong pasti nomor sebut bukan milik masyarakat imbau tidak hirau pesan kirim lalu nomor sebut masyarakat imbau blokir nomor whatsapp sebut kategori hoaks link counter,Klarifikasi Hoaks
57962,hoaks nomor whatsapp mengatasnamakan kasat reskrim polresta barelang,jelas edar buah nomor whatsapp mengatasnamakan kepala satu reserse kriminal kasat reskrim polisi resor kota polresta barelang giadi nugraha nomor whatsapp sebut lihat pakai foto profil giadi nugraha fakta nomor whatsapp mengatasnamakan kasat reskrim polresta barelang sebut nomor palsu lansir newsokezonecom kapolresta barelang giadi nugraha ban nomor sebut bukan milik harap ada korban modus tipu mengatasnamakan diri imbau masyarakat sudah lanjur jadi korban segera lapor kantor polisi dekat kategori hoaks link counter,Klarifikasi Hoaks
57961,hoaks indonesia sudah lama tidak ada wabah polio,jelas edar buah unggah video media sosial instagram klaim indonesia lama wabah polio video sebut narator kata indonesia lama sekali ada wabah polio vaksin beri cegah ada wabah ada wabah tidak perlu cegah klb polio indonesia sudah jelas detail who akibat vaksin polio tipe solusi henti vaksinasi fakta lansir turnbachoaxid klaim sebut sesat kutip sehat negeri juli indonesia alami bagai klb jadi luar biasa polio sejak tahun kasus lumpuh di provinsi provinsi aceh jawa barat jawa tengah jawa timur papua tengah papua gunung papua selatan banten karena sangat penting laksana beri imunisasi tetes tambah polio masal serentak pekan imunisasi nasional pin lindung anakanak virus polio sebar cepat dapat sebab lumpuh permanen kategori hoaks link counter,Klarifikasi Hoaks
57960,hoaks akun whatsapp mengatasnamakan kepala kejaksaan negeri kabupaten pohuwato,jelas edar akun whatsapp mengatasnamakan kepala jaksa negeri kejar kabupaten pohuwato arjuna meghananda wiritanaya akun sebut guna nama foto profil arjuna pakai dinas juga istri fakta akun whatsapp edar sebut benar rupa modus tipu lansir riauaktualcom nomor sebut rupa modus tipu menyalahgunakan identitas kepala kejar kabupaten pohuwato arjuna meghananda wiritanaya masyarakat imbau selalu berhatihati apabila temu rupa abai pesan sebut dapat konfirmasi benar lebih ke pihak kait kategori hoaks link counter,Klarifikasi Hoaks
57959,hoaks pengajuan kur bri melalui whatsapp,jelas edar buah unggah video platform tiktok isi informasi kena pinjam kredit usaha rakyat kur bank rakyat indonesia bri jamin laku online via whatsapp fakta klaim unggah video sebut tidak benar fakta lansir liputancom ingin aju pinjam kur bri online dapat laku lalu situs kurbricoid meski dapat aju online mohon tetap jalan survei fisik mohon akan arah unit kerja bri dekat proses lanjut masuk penandatanganan dokumen dasar temu sebut dapat simpul unggah mengatasnamakan bri sebut potensi tipu karena itu saran tidak aju pinjam bri lalu laman resmi bri kategori hoaks link counter,Klarifikasi Hoaks
57958,hoaks aturan baru ubah seragam sekolah,jelas edar buah unggah media sosial facebook narasi ada atur baru ubah bentuk seragam sekolah mulai sekolah dasar sd sekolah tengah pertama smp sekolah tengah atas sma fakta kutip kompascom unggah sebut tidak benar isu kena menteri didik budaya riset teknologi kemendikbudristek ganti seragam sekolah edar sejak april lalu ubah juga sebut laku lebaran laksana hari plh kepala biro kerja sama hubung masyarakat kemendikbudristek anang ristanto ban klaim sebut tambah ini atur seragam sekolah acu atur mendikbudristek nomor tahun kategori hoaks link counter,Klarifikasi Hoaks
57919,hoaks surat pengembalian dana ke sejumlah rekening mengatasnamakan bank indonesia,jelas edar buah surat mengatasnamakan bank indonesia bi isi informasi tuju transaksi kembali dana jumlah rekening fakta surat edar sebut hoaks bank indonesia lalu akun facebook resmi bank indonesia klarifikasi surat edar sebut modus tipu bi selaku bank sentral pernah terbit surat tuju transaksi kembali dana masyarakat yang tera gambar laku kembali dana langsung masyarakat cegah edar hoaks putar bi masyarakat hubung bicara hubung langsung live agent pilih topik nomor kategori hoaks link counter,Klarifikasi Hoaks
57918,hoaks video demo mahasiswa di jakarta juli,jelas edar unggah video platform tiktok tampil aksi demonstrasi massa peristiwa video sebut klaim rupa aksi demo mahasiswa jakarta ingat tahun pimpin presiden joko widodo jokowi fakta laku telusur guna fitur cari manual tiktok dapat video rupa unggah akun nama ferrytapan unggah sebut tulis terang lokasi bangladesh kutip netralnewscom juli lalu ribu mahasiswa bangladesh gelar aksi demonstrasi tuntut kuota kerja perintah laku negara sebut ingat angka anggur kalang kaum muda tinggi bangladesh demonstrasi sebut kemudian buntut ricuh akibat orang tewas demikian klaim aksi demonstrasi video jadi di jakarta tidak benar kategori hoaks link counter,Klarifikasi Hoaks
57917,hoaks promo berhadiah bagi pengguna bank bjb yang sudah terdaftar digi mobile,jelas edar unggah sosial media facebook klaim ada promo hadiah narasi ayo klik daftar undi hadiah bank bjb guna bank bjb sempat khusus sudah daftar digi mobile jangan lewat sempat menang hadiah utama bagai hadiah tarik lain fakta klaim unggah sebut benar masuk tipu dasar lansir turnbackhoaxid akun sebar informasi sebut akun palsu potensi guna tipu nasabah bank bjb taut beri unggah sebut tidak arah laman resmi bank bjb itu minta data rahasia nomor kartu atm pin atm dapat guna retas akun nasabah lalu akun instagram resmi bankbjb bank bjb imbau masyarakat selalu jaga data pribadi kategori hoaks link counter,Klarifikasi Hoaks
57916,hoaks aktivasi identitas kependudukan digital ikd melalui whatsapp,jelas edar unggah tangkap layar ada panggil whatsapp klaim mengatasnamakan tugas aktivasi identitas duduk digital ikd fakta klaim mengatasnamakan tugas aktivasi ikd benar rupa modus tipu lansir sippnmenpangoid kutip akun instagram disdukcapilpatibisa sampai aktivasi ikd tidak perlu verifikasi lalu telepon pesan whatsapp masyarakat imbau berhatihati tipu macam apabila telepon whatsapp mengatasnamakan dinas duduk catat sipil disdukcapil menteri negeri kemendagri kait aktivasi ikd dapat abai kategori hoaks link counter,Klarifikasi Hoaks
57915,hoaks akun whatsapp sekda kabupaten seluma hadianto,jelas edar buah akun whatsapp mengatasnamakan sekretaris daerah sekda kabupaten seluma h hadianto akun whatsapp sebut pasang foto profil hadianto telah kirim pesan fakta buah akun whatsapp mengatasnamakan hadianto tidak benar lansir radarbengkuludiswayid sekda kabupaten seluma hadianto tegas nomor whatsapp edar bukan milik imbau masyarakat kabupaten seluma ada hubung akunakun palsu sebut minta uang mohon abai dasar jelas atas akun whatsapp mengatasnamakan sekda kabupaten seluma hadianto rupa akun palsu tipu dapat kategori konten tiru kategori hoaks link counter,Klarifikasi Hoaks
57914,hoaks biaya tilang baru dan hadiah rp juta bagi polisi yang membuktikan penyuapan saat tilang,jelas edar pesan whatsapp klaim biaya tilang baru hadiah rp juta bisa bukti ada warga suap polisi fakta lansir turnbackhoaxid pesan whatsapp sebut benar pesan beranta sebut rupa hoaks lama sejak tahun kembali edar lebih lanjut lalu akun xtwitter instagramnya divisi humas polri jelas kapolri jenderal polisi drs listyo sigit prabowo msi pernah beri instruksi perintah informasi sebut tidak ada hadiah anggota polisi negara republik indonesia polri dapat bukti suap kena tilang kategori hoaks link counter,Klarifikasi Hoaks
57907,hoaks video tanah ikn dijahit,jelas edar buah video media sosial facebook lihat proses kerja tanah guna benda macam tali lebar masuk dalam narasi akun sebut tulis buah narasi bunyi cuman d ikn tanah jahit fakta klaim video tanah ibu kota nusantara ikn jahit keliru lansir turnbackhoaxid proses lihat video kenal nama prefabricated vertical drain pvd proses telah laku banyak proyek kerja konstruksi bangun temu ulas buah akun instagram arsikons jelas kena proses dapat unggah video sebut dalam jelas akun sebut sebut proses jahit tanah sebut kenal nama prefabricated vertical drain pvd teknologi rupa teknologi madat tanah biasa teknologi guna mampat lapis tanah lunak tanah kandung air banyak tanah rawa milik daya dukung tanah rendah ini guna tanah penuh syarat landas konstruksi kuat kategori hoaks link counter,Klarifikasi Hoaks
57906,hoaks pesan whatsapp mengatasnamakan pejabat kejaksaan negeri kabupaten ngada,jelas edar pesan whatsapp mengatasnamakan jabat jaksa negeri kabupaten ngada pesan sebut laku minta jumlah uang besar rp juta rupiah atas arah kepala jaksa negeri kajari fakta pesan whatsapp sebut rupa tipu jaksa negeri kabupaten ngada lalu akun instagram resmi kejaringada beri klarifikasi pesan whatsapp sebut hoaks alias tipu pihak imbau masyarakat wilayah hukum jaksa negeri kabupaten ngada berhatihati modus tipu lalu chat whatsapp mengatasnamakan jabat jaksa negeri kabupaten ngada kategori hoaks link counter,Klarifikasi Hoaks
57905,hoaks pertandingan indonesia vs belanda pada juli,jelas edar buah video platform tiktok klaim ada tanding sepak bola tim nasional timnas indonesia lawan belanda tanding sebut selenggara tanggal juli stadion gelora bung karno gbk fakta kutip turnbackhoaxid laku telusur cari informasi sebut akun instagram pssi pssi temu informasi kena tanding indonesia vs belanda tanggal juli ini sepak bola indonesia sedang fokus juara piala aff u duga gambar cantum unggah sebut rupa gambar hasil edit kategori hoaks link counter,Klarifikasi Hoaks
57904,hoaks lowongan kerja bpn tenaga ppnpn,jelas edar buah poster klaim ada rekrutmen lowong kerja badan tahan nasional bpn lulus sma smk d s tenaga pegawai perintah non pegawai negeri ppnpn fakta klaim ada rekrutmen lowong kerja bpn tenaga ppnpn tidak benar lansir akun resmi instagram kantor tahan kabupaten pelalawan kantahkabpelalawan menteri agraria tata ruangbadan tahan nasional atrbpn ini buka lowong kerja aparatur sipil negara asn pegawai negeri sipil pns maupun ppnpn dasar informasi sebut simpul poster rekrutmen lowong kerja ppnpn rupa hoaks kategori hoaks link counter,Klarifikasi Hoaks
57903,hoaks jokowi bagibagi uang untuk pemegang buku rekening bca bni bri dan bank mandiri,jelas edar buah unggah media sosial tiktok kena informasi presiden joko widodo jokowi bagi uang rp juta masyarakat milik buku rekening bca bank central asia bni bank negara indonesia bri bank rakyat indonesia bank mandiri fakta dasar hasil telusur turnbackhoaxid benar presiden jokowi beri uang guna bank bca bni bri bank mandiri akun sebut bukan rupa akun tiktok resmi presiden jokowi tahu presiden jokowi milik akun tiktok media sosial resmi jauh tahu milik presiden jokowi hanya instagram twitter facebook akun resmi instagram presiden jokowi jokowi tidak temu kena informasi akan bagi uang masyarakat milik buku rekening bca bni bri bank mandiri kategori hoaks link counter,Klarifikasi Hoaks
57902,hoaks pinjaman dana tunai online mengatasnamakan maybank finance,jelas edar buah pesan whatsapp bagi informasi kena pinjam dana tunai online mengatasnamakan maybank finance pesan cantum nomor bagi marketing dapat hubung fakta pesan whatsapp pinjam dana mengatasnamakan maybank finance sebut tidak benar maybank finance lalu situs resmi maybankfinancecoid klarifikasi pesan tawar pinjam dana tunai online mengatasnamakan maybank finance sebut modus tipu maybank finance imbau masyarakat tetap waspada pasti benar produk maybank indonesia lalu situs resmi maybank indonesia lalu layan maybank customer care nomor dari luar negeri lalu email customercaremaybankcoid unjung kantor cabang maybank indonesia dekat kategori hoaks link counter,Klarifikasi Hoaks
57901,hoaks akun whatsapp mengatasnamakan kepala kejari kabupaten blitar muhamad yunus,jelas edar akun whatsapp mengatasnamakan kepala jaksa negeri kejar kabupaten blitar muhamad yunus lihat akun sebut guna foto muhamad yunus nomor akun sebut hubung jumlah kepala dinas camat anggota dprd usaha kabupaten blitar fakta akun whatsapp edar sebut benar rupa modus tipu lansir wartatransparansicom nomor sebut bukan milik kepala kejar kabupaten blitar muhamad yunus kepala bidang media humas pusat terang hukum jaksa agung agus kurniawan terima konfirmasi jumlah jabat usaha kabupaten blitar kait akun whatsapp aku kepala kejar kabupaten blitar itu kepala jaksa negeri kabupaten blitar muhamad yunus tegas nomor akun whatsapp aku diri palsu minta segenap elemen masyarakat khusus wilayah blitar abai akun whatsapp sebut jaksa negeri blitar buat edar stiker digital klarifikasi ada akun whatsapp palsu mengatasnamakan kepala kejar blitar kategori hoaks link counter,Klarifikasi Hoaks
57864,hoaks flyer festival seni budaya mengatasnamakan dinas koperasi dan umkm kota bandung,jelas edar buah selebaran media sosial isi informasi kena selenggara pamer mengatasnamakan dinas koperasi umkm usaha mikro kecil tengah kota bandung flyer sebut muat tanggal laksana giat bazar umkm kontak dapat hubung fakta flyer edar sebut tipu lansir instagram resmi diskominfobdg perintah kota bandung khusus dinas koperasi umkm kota bandung pernah ada acara sebut selenggara acara fasilitas dinas koperasi umkm kota bandung mungut biaya laku usaha pihak imbau berhatihati pihak mengatasnamakan dinas cantum kontak pribadi informasi kena rencana selenggara pamer hanya akan umum lalu pihak official dinas koperasi umkm kota bandung langsung laku usaha kategori hoaks link counter,Klarifikasi Hoaks
57863,hoaks pertalite akan dihapus pada agustus,jelas edar buah unggah media sosial xtwitter narasi sebut tanggal agustus pertalite hapus fakta dasar hasil telusur turnbackhoaxid bahan bakar jenis pertalite hapus indonesia bagi akan batas pihak memang butuh pertalite akan distribusi kepada masyarakat kategorikategori telah tentu sebut tegas menteri koordinator bidang maritim investasi luhut binsar pandjaitan lansir cnnindonesiacom juga kata kait beri subsidi tidak tempat pertamina sedang siap mulai agustus orang tidak hak dapat subsidi akan rang ulas pada artikel okezonecom vice president corporate communication pertamina fadjar djoko santoso ungkap sampai ini pihak tugas sedia pertalite tekan bbm subsidi pertalite rupa wenang perintah kategori hoaks link counter,Klarifikasi Hoaks
57862,hoaks tautan pembelajaran gratis yang mengatasnamakan plataran sehat kemenkes,jelas edar buah pesan beranta lalu whatsapp isi informasi kena link taut situs ikut ajar digital gratis selenggara plataran sehat menteri sehat kemenkes pesan sebut masyarakat wajib unggah aplikasi dapat taut sebut bisa masuk akun plataran sehat fakta taut ikut ajar digital gratis sebut tidak benar hoaks lansir rricom taut tera pesan sebut rupa taut palsu mengatasnamakan ajar gratis plataran sehat menteri sehat lalu akun resmi instagram kemenkes ri kemenkesri buah konten sama direktorat jenderal tenaga sehat ri ditjennakes imbau masyarakat tidak klik taut sebut masyarakat harap waspada jangan jebak link taut palsu kemenkes ingat plataran sehat dapat akses lalu taut resmi lmskemkesgoid kategori hoaks link counter,Klarifikasi Hoaks
57861,hoaks akun whatsapp mengatasnamakan kepala dinas bpkad kabupaten garut erna sugiarti,jelas edar akun whatsapp mengatasnamakan kepala dinas badan kelola uang aset daerah bpkad kabupaten garut erna sugiarti lihat akun sebut guna nama foto erna sugiarti fakta akun whatsapp edar sebut benar rupa modus tipu lansir akun instagram resmi garut saber hoaks garutsaberhoaks nomor sebut bukan milik kepala bpkad kabupaten garut erna sugiarti masyarakat imbau berhatihati selalu waspada dapat oknumoknum tanggung jawab mengatasnamakan jabat publik kategori hoaks link counter,Klarifikasi Hoaks
57860,hoaks tautan situs untuk memilih biaya admin bulanan bri,jelas edar pesan aplikasi whatsapp serta buah taut situs klaim formulir pilih biaya administrasi bulan layan perban bank rakyat indonesia bri akses taut sebut nasabah minta tuju pilih kategori biaya administrasi bulan suka lansir cekfaktatempoco dasar hasil telusur situs edar sebut masuk layan resmi bri adapun situs resmi milik bri lansir situs resmi bri layan whatsapp mereka sedia chatbot nama sabrina nomor adapun kait biaya administrasi bri tetap umum tarif transaksi antar bank laman resmi biaya transfer bank serta bank dalam jaring prima link kartu non himbara besar rp per transaksi transfer bank dalam jaring link kartu himbara atm link biaya besar rp kategori hoaks link counter,Klarifikasi Hoaks
57859,hoaks gunung ciremai akan meletus akibat gempa susulan di kabupaten kuningan,jelas edar buah pesan media sosial whatsapp bicara ada potensi letus gunung ciremai tahu obrol sebut hal sebut jadi karena gempa susul akan jadi daerah kabupaten kuningan provinsi jawa barat fakta lansir instagram resmi bpdkuningan informasi sebut tidak benar telah ban pihak badan tanggulang bencana daerah bpbd kabupaten kuningan lansir radarkuningandiswayid kepala laksana bpbd kabupaten kuningan indra bayu permana nyata ada alat maupun teknologi mampu prediksi kapan gempa susul akan jadi jelas bahwa gunung ciremai ini dalam status normal level tidak tunjuk ada tandatanda tingkat aktivitas kategori hoaks link counter,Klarifikasi Hoaks
57858,hoaks video pondok pesantren nurul fazri di kecamatan caringin kabupaten sukabumi terbakar,jelas edar buah unggah media sosial xtwitter isi video tunjuk buah bangun bakar lengkap terang bangun adalah pondok pesantren camat caringin kabupaten sukabumi bakar gerombol orang tak kenal fakta dasar hasil telusur turnbackhoaxid video sebut benar lansir artikel berita sukabumiupdatecom camat caringin nama yayan mulia suryana beri klarifikasi pondok pesantren nama sebut bakar camat caringin kabupaten sukabumi itu kapolsek caringin tambah di wilayah sebut ada jadi pondok pesantren bakar lebih tempoco pernah bahas informasi rupa artikel judul keliru video klaim pondok pesantren nurul fazri caringin sukabumi bakar informasi sebut nyata tidak akurat kategori hoaks link counter,Klarifikasi Hoaks
57857,hoaks akun facebook mengatasnamakan anggota dprd sulawesi selatan yasir mahmud,jelas edar akun media sosial facebook mengatasnamakan salah satu anggota dewan wakil rakyat daerah dprd pilih yasir mahmud jelang pilih kepala daerah pilkada akun sebut muncul media sosial akun sebut guna nama foto profil yasir mahmud sama istri tawar bantu bangun masjid pondok pesantren atau tempat ibadah lain fakta akun media sosial facebook sebut palsu rupa modus tipu lansir boneposcom yasir mahmud tegas akun sebut tipu kedok bantu bangun tempat ibadah masa pilih kepala daerah pilkada bakal calon bupati kabupaten bone sebut imbau masyarakat berhatihati tipu macam dan selalu pasti akun sebut terima akun resmi kategori hoaks link counter,Klarifikasi Hoaks
57856,hoaks akun whatsapp mengatasnamakan kepala dpmptsp kabupaten cirebon dede sudiono,jelas edar akun whatsapp mengatasnamakan kepala dinas tanam modal layan padu satu pintu dpmptsp kabupaten cirebon dede sudiono lihat akun sebut guna nama foto dede sudiono fakta akun whatsapp edar sebut benar rupa modus tipu lansir akun instagram resmi dpmptsp kabupaten cirebon dpmptspkabcrb nomor sebut bukan milik kepala dpmptsp kabupaten cirebon dede sudiono masyarakat imbau berhatihati selalu waspada dapat oknumoknum tanggung jawab mengatasnamakan jabat publik kategori hoaks link counter,Klarifikasi Hoaks
57854,hoaks undian berhadiah mobil mengatasnamakan bank bjb,jelas edar buah informasi isi klaim undi hadiah tabung bank bjb informasi edar sebut hadiah akan bagi upa beberapa unit mobil bagai merk lansir liputancom kutip unggah bank bjb akun instagram resmi bankbjb informasi sebut hoaks indikasi kuat tipu bank bjb imbau masyarakat lebih waspada tipu online makin marak salah satu modus undi hadiah lalu akun palsu mengatasnamakan bank bjb bagaimana edar bank bjb tegas pihak pernah minta data pribadi lalu direct message dm chat media sosial tawar hadiah promo mekanisme jelas minta transfer uang rekening pribadi kategori hoaks link counter,Klarifikasi Hoaks
57853,hoaks bali mendadak hancur akibat badai mengerikan,jelas edar buah video platform youtube unggah tanggal juli narasi klaim pulau bal dadak hancur akibat badai keri fakta klaim sebut benar kutip turnbackhoaxid narator baca buah artikel unggah nusabalicom judul angin kencang pohon tumbang timpa kabel listrik artikel sebut jelas jadi badai keri hancur bal angin kencang landa desa baktiseraga camat buleleng sebab pohon jenis intaran tumbang timpa kabel listrik tutup akses jalan ada korban jiwa atau lukaluka jadi pohon tumbang sebut kategori hoaks link counter,Klarifikasi Hoaks
57852,hoaks gebyar undian bank ntt,jelas edar buah unggah media sosial facebook bagi informasi kait undi hadiah ada bank bangun daerah nusa tenggara timur bank ntt akun sebut turut bagi taut akses fakta informasi kena gebyar undi bank ntt sebut benar hoaks lansir kompascom akun bagi informasi kena gebyar undi rupa akun palsu telusur taut bagi arah situs sudah dapat akses tidak arah situs resmi bank ntt lebih lanjut situs resmi bank ntt dapat akses lalu kategori hoaks link counter,Klarifikasi Hoaks
57851,hoaks warna tutup botol air dalam kemasan menandakan jenis airnya,jelas edar buah unggah media sosial facebook klaim warna tutup botol air minum kemas tanda jenis air fakta klaim unggah sebut benar lansir kompascom warna tutup botol air minum kemas tentu sendiri produsen humas badan awas obat makan bpom eka rosmalasari jelas warna tutup botol tanda jenis air lebih lanjut bpom tidak tetap guna warna tutup botol beda air minum kemas dasar kandung kategori hoaks link counter,Klarifikasi Hoaks
57850,hoaks akun whatsapp mengatasnamakan camat mandau riki rihardi sstp msi,jelas edar akun whatsapp mengatasnamakan camat mandau riki rihardi sstp msi lihat akun sebut guna nama foto riki rihardi sstp msi nomor fakta akun whatsapp edar sebut benar rupa modus tipu perintah camat mandau lalu akun instagram resmi kecamatanmandau informasi pihak camat mandau pernah hubung yayasan atau organisasi guna nomor ponsel whatsapp sebut masyarakat imbau berhatihati dapat oknumoknum tanggung jawab mengatasnamakan perintah camat mandau atau camat mandau riki rihardi sstp msi kategori hoaks link counter,Klarifikasi Hoaks
57839,hoaks akun facebook mengatasnamakan rektor universitas negeri makassar,jelas edar akun facebook mengatasnamakan rektor universitas negeri makassar unm prof karta jayadi akun sebut tawar bantu bangun masjid pondok pesantren atau tempat ibadah lain fakta akun media sosial facebook sebut benar rupa modus tipu lansir rakyatsulselfajarcoid akun facebook sebut rupa tipu menyalahgunakan identitas rektor unm prof karta jayadi prof karta sampai tidak gubris akun sebut palsu masyarakat mahasiswa lingkung unm imbau selalu berhatihati apabila temu rupa konfirmasi benar lebih kepada pihak kait kategori hoaks link counter,Klarifikasi Hoaks
57838,hoaks klaim tentang rohingya menguasai persen tanah di indonesia,jelas edar buah unggah media sosial instagram bagi buah taut platform snack video etnis rohingya terang video tulis tanah indonesia hasil milik etnis rohingnya fakta klaim rohingya kuasa tanah indonesia dasar lansir cekfaktatempoco dasar hasil telusur video sebut identik tayang somoy tv buah stasiun televisi bangladesh unggah youtube januari tayang lapor pasu jaga pantai bangladesh tingkat awas panjang batas cegah ungsi rohingya temu ada klaim kuasa tanah indonesia atas etnis rohingnya lebih lanjut indonesia bukan satusatunya negara jadi tuju ungsi rohingya data united nations high commissioner for refugees unhcr lebih juta duduk etnis rohingya ini bagi besar jiwa ada bangladesh sisa ada malaysia india thailand itu perintah indonesia lalu atur presiden nomor tahun tangan ungsi luar negeri wajib cukup butuh dasar ungsi makan minum air bersih layan medis bagai kategori hoaks link counter,Klarifikasi Hoaks
57837,hoaks daftar merek mobil yang dilarang pakai bbm bersubsidi,jelas edar buah unggah media sosial facebook klaim dapat beberapa merek mobil larang guna bahan bakar minyak bbm subsidi mulai agustus unggah tulis merek mobil larang pakai bbm subsidi fakta klaim sebut tidak benar hoaks lansir kompascom vice president corporate communication pertamina fadjar djoko santoso ban soal daftar merek mobil larang guna bbm subsidi pasti saat belum regulasi soal larang guna bbm subsidi merek mobil tentu lebih lanjut ingat masyarakat bbm subsidi perintah untuk bagi masyarakat kurang mampu kategori hoaks link counter,Klarifikasi Hoaks
57836,hoaks pesan whatsapp mengatasnamakan kapolres sigi akbp reja a simanjuntak,jelas edar akun whatsapp mengatasnamakan kepala polisi resor kapolres sigi ajun komisaris besar polisi akbp reja a simanjuntak lihat akun sebut guna nama foto profil akbp reja a simanjuntak fakta pesan whatsapp rupa palsu hoaks kapolres sigi lalu kepala seksi hubung masyarakat kasi humas iptu nuim nyata pesan whatsapp mengatasnamakan akbp reja a simanjuntak sebut benar iptu nuim imbau masyarakat waspada modus tipu jenis saat sedang marak jadi bagai modus tipu tengah masyarakat kategori hoaks link counter,Klarifikasi Hoaks
57835,hoaks massa geruduk kpk bawa bukti korupsi t di ikn,jelas edar buah unggah video media sosial youtube narasi nyata massa geruduk kpk bawa bukti korupsi besar rp triliun jadi ibu kota nusantara ikn klaim sebut kuat gambar thumbnail tampil kerumun massa kantor kpk fakta klaim video sebut benar lansir turnbackhoaxid tidak temu informasi dukung klaim narasi edar thumbnail tampil kerumun massa kantor kpk sebut rupa manipulasi beberapa gambar beda gabung jadi satu narator video sebut baca ulang artikel mediaindonesiacom judul anggota wantimpres lapor kpk kait proyek ikn artikel bahas anggota dewan timbang presiden wantimpres ri gandi sulistiyanto lapor komisi berantas korupsi kpk kait duga simpang bangun ikn jabat gandi sulistiyanto usaha kembang properti besar rp triliun video sebut isi beberapa cuplik video beda tambah narasi sesat kategori hoaks link counter,Klarifikasi Hoaks
57834,hoaks perubahan tarif transaksi bri,jelas edar buah unggah media sosial twitter narasi ada naik biaya transaksi antar bank bank rakyat indonesia jadi rp bulan fakta narasi sebut benar lansir turnbackhoaxid media sosial resmi bank bri temu pemberitahuan ada ubah biaya admin transfer antar bank bank bri lalu laman resmi bank bri sebut biaya admin transfer antar bank kena biaya rp transaksi kemudian transfer antar bank bifast akan kena biaya rp temu narasi ubah biaya jadi rp bulan perihal informasi ubah tarif transaksi bank bri rupa hoaks lama kembali edar hoaks telah edar banyak kali lama tahun bri imbau nasabah lebih berhatihati informasi rahasia data pribadi data perban nomor rekening nomor kartu pin user password ebanking otp bagai orang masuk mengatasnamakan bri baik lalu taut situs maupun pesan singkat sumber tidak resmi tidak dipertanggungjawabkan benar kategori hoaks link counter,Klarifikasi Hoaks
