id,clean_title,stemmed_body,category
62458,hoaks tautan pendaftaran cpns kejaksaan agung,jelas edar unggah media sosial tiktok isi informasi kena daftar calon pegawai negeri sipil cpns jaksa agung desember calon lamar minta daftar taut ada bio akun tiktok sebut fakta klaim sebut benar lansir akun instagram resmi biro pegawai jaksa agung biropegkejaksaan jaksa agung republik indonesia pernah buka daftar cpns pegawai perintah janji kerja pppk lalu situs tidak resmi taut akun sebut rupa taut palsu tidak resmi minta guna masuk data pribadi indikasi modus phishing link counter,Klarifikasi Hoaks
62457,hoaks akun facebook mengatasnamakan sekretaris daerah pemerintah provinsi sulawesi barat junda maulana,jelas edar akun facebook mengatasnamakan sekretaris daerah sekda perintah provinsi sulawesi barat junda maulana akun facebook sebut guna foto profil nama junda maulana fakta akun facebook sebut benar lansir katintingcom juru bicara perintah provinsi pemprov sulawesi barat sekaligus laksana tugas plt kepala dinas komunikasi informatika statistik sandi muhammad ridwan djafar kata masyarakat jangan mudah percaya akun mengatasnamakan jabat pemprov sulbar baik gubernur sulbar suhardi duka wakil gubernur salim s mengga maupun sekda pemprov junda maulana tegas akun pribadi milik sekda pemprov sulbar nama junda maulana satusatunya akun resmi tidak komunikasi langsung masyarakat akun facebook buat orang tidak bertanggungjawab sebut lihat sapa warga belum tahu berapa jumlah korban motif laku muhammad ridwan djafar imbau warga selalu ecek benar informasi masyarakat tidak mudah percaya link counter,Klarifikasi Hoaks
62456,hoaks video menteri pertahanan memberikan pernyataan terkait tenaga kerja asing di morowali,jelas edar video muncul menteri tahan sjafrie sjamsoeddin media sosial facebook sedang wawancara kait ada tenaga kerja asing ada morowali fakta klaim sebut tidak benar video sebut identik video unggah kanal youtube armyzoneai deskripsi video sebut jelas semua konten mulai visual suara hingga alur cerita sepenuh hasil guna teknologi cerdas buat artificial intelligence ai link counter,Klarifikasi Hoaks
62455,hoaks pesawat tempur bermotif bintang kejora lepas landas dari intan jaya papua,jelas edar unggah foto media sosial facebook klaim narasi salah satu pesawat tempur motif bintang kejora lepas landas intan jaya papua fakta klaim sebut benar lansir turnbackhoaxid laku kece guna mesin cari google pasu kata kunci pesawat tempur motif bintang kejora lepas landas intan jaya papua hasil arah berita inewsid judul kronologi pesawat rimbun air jatuh intan jaya sempat dengar suara bentur berita sebut lapor kronologi jatuh pesawat rimbun air intan jaya rabu september awal pesawat lepas landas kondisi cuaca kabut lebih lanjut kece guna alat deteksi artificial intelligence ai hive moderation hasil probabilitas mungkin capai persen panjang telusur temu informasi sumber kredibel benar klaim link counter,Klarifikasi Hoaks
62454,hoaks video masyarakat di sumatra tahan pintu kaca saat banjir naik perlahan,jelas edar buah unggah video media sosial threads klaim rupa video masyarakat sumatra tahan buah pintu kaca banjir fakta lansir turnbackhoaxid video asli unggah rupa hasil rekayasa akun tiktok devinoffline cek guna alat deteksi ai hive moderation mungkin capai link counter,Klarifikasi Hoaks
62449,hoaks alessandro nesta ke indonesia karena ditunjuk jadi pelatih timnas,jelas edar media sosial facebook unggah video klaim alessandro nesta datang indonesia tunjuk jadi latih tim nasional timnas indonesia unggah sebut isi narasi welcome alesandro niesta calon latih timnas indonesia legenda timnas italy ac mil siap bawa main catenacio skuad garuda fakta klaim sebut benar lansir kompascom datang nesta indonesia awal desember nyata bukan ia tunjuk latih timnas indonesia karena undang rans entertainment sama mantan sepak bola lain esteban cambiasso cristian panucci nesta ambil bagi acara rans padel wars presented by simpati langsung mahaka square kelapa gading kota jakarta utara sabtu desember link counter,Klarifikasi Hoaks
62448,hoaks bmkg memprediksi tsunami di lampung pada desember,jelas edar unggah media sosial tiktok isi narasi klaim badan meteorologi klimatologi geofisika bmkg prediksi jadi tsunami provinsi lampung tanggal hingga desember fakta klaim sebut tidak benar lansir tempoco bmkg memang keluar ingat potensi banjir rob tak pernah prediksi datang tsunami periode sebut hingga kini ada teknologi mampu prediksi waktu jadi gempa tsunami link counter,Klarifikasi Hoaks
62447,hoaks akun facebook mengatasnamakan kepala dinas kesehatan kabupaten natuna hikmat aliansyah,jelas edar buah akun facebook mengatasnamakan kepala dinas sehat kabupaten natuna hikmat aliansyah akun facebook sebut guna nama foto profil hikmat aliansyah fakta akun facebook sebut tidak benar lansir natunapikiranrakyatcom lalu nyata resmi sampai lalu akun facebook pribadi desember hikmat aliansyah ingat masyarakat tidak mudah percaya akun sebut utama kirim minta teman maupun minta informasi sesuatu sifat pribadi beliau minta masyarakat tetap waspada segera lapor akun palsu sebut tidak pihak rugi pihak ajak masyarakat pasti benar informasi tanggap pesan akun media sosial mengatasnamakan jabat instansi link counter,Klarifikasi Hoaks
62446,hoaks aceh dilanda gempa berpotensi tsunami pada november,jelas edar buah video media sosial tiktok klaim narasi ada gempa potensi tsunami landa provinsi aceh november fakta klaim sebut benar lansir tempoco telusur mesin cari google pasu kata kunci aceh landa gempa potensi tsunami hasil ada berita media kredibel benar klaim sebut kepala bmkg stasiun geofisika aceh besar andi azhar rusdin ban kabar sebut tegas hasil pantau bmkg tidak deteksi gempa potensi tsunami periode ia tambah hingga kini ada negara teknologi mampu prediksi waktu jadi gempa bumi presisi data laman bmkg bmkggoid tunjuk nihil gempa november aktivitas seismik justru rekam hari belum november gempa pertama kuat m jadi pukul wib kilometer barat daya kabupaten nias barat provinsi sumatra utara link counter,Klarifikasi Hoaks
62445,hoaks video harimau minta pertolongan warga saat banjir sumatera,jelas edar buah unggah video media sosial tiktok lihat harimau minta tolong warga banjir landa buah mukim unggah edar tengah bencana banjir landa bagi besar pulau sumatra novemberdesember fakta klaim sebut benar lansir kompascom badan nasional tanggulang bencana bnpb lapor tidak ada berita lapor pihak wenang ada harimau masuk mukim banjir cek guna hive moderation hasil video sebut deteksi milik probabilitas capai persen hasil artificial intelligence ai link counter,Klarifikasi Hoaks
62441,hoaks dedi mulyadi diserang ormas saat pembongkaran bangli di karawang,jelas edar buah unggah video youtube judul kdm serang ormas mau hbis bongkar bangli karawang nyata dukung rk fakta klaim sebut dedi mulyadi kdm serang ormas bongkar bangli karawang hoaks lansir saberhoaksjabarprovgoid temu ada berita kait klaim sebut telusur isi video sebut kait klaim judul isi beberapa potonganpotongan video antara potong video tampil ribut ormas tentang kdm potong video tampil kdm bersitegang aktivis kait bongkar bangli link counter,Klarifikasi Hoaks
62440,hoaks medan dilanda puting beliung kmjam pada november,jelas edar buah unggah media sosial xtwitter klaim kota medan landa angin puting beliung cepat kmjam november fakta klaim sebut benar lansir tempoco tidak ada informasi kredibel benar isu sebut video asli rupa hasil manipulasi akun tiktok ibushanum unggah november peristiwa angin puting beliung jadi camat langensari kota banjar provinsi jawa barat itu dasar data situs portal informasi jadi cuaca ekstrem bmkg pikacubmkggoid tidak rekam ada puting beliung provinsi sumatra utara november peristiwa puting beliung angin kencang empat hujan lebat seluruh catat jadi di provinsi jawa barat link counter,Klarifikasi Hoaks
62439,hoaks ketua dpr ri puan maharani dan ketua umum pdip megawati ancam lengserkan menkeu purbaya,jelas edar buah unggah media sosial facebook tampil narasi sebut ketua dpr ri puan maharani presiden ri megawati soekarnoputri beri ingat keras menteri uang purbaya yudhi sadewa ancam lengser fakta klaim sebut benar lansir jalahoaksjakartagoid laku telusur guna kata kunci puan megawati ancam lengser menkeu purbaya hasil tidak temu ada berita verifikasi angkat isu sebut itu foto video serta unggah sebut rupa hasil sunting jumlah gambar beda tidak kait isu angkat link counter,Klarifikasi Hoaks
62438,hoaks menteri pmi umumkan dana santunan senilai rp miliar untuk pekerja migran,jelas edar unggah media sosial facebook klaim menteri lindung kerja migran indonesia pmi mukhtarudin umum ada dana santun nila rp miliar para kerja migran fakta klaim sebut tidak benar lansir kompascom video asli momen mukhtarudin jelas rencana program kerja akan laku lantik jadi menteri pmi september hasil identifikasi guna hive moderation tunjuk video deteksi hasil artificial intelligence ai probabilitas capai persen link counter,Klarifikasi Hoaks
62432,hoaks ridwan kamil laporkan dedi mulyadi ke kpk,jelas edar buah unggah video youtube judul dedi mulyadi gugat ridwan kamil kdm sebut gagal tangan bangli banding rk waktu jabat fakta klaim ridwan kamil lapor dedi mulyadi kpk hoaks lansir saberhoaksjabarprovgoid temu ada berita kait klaim sebut telusur isi video sebut rupa gabung beberapa potonganpotongan video antara potong video tampil cuplik banding kerja ridwan kamil dedi mulyadi potong video ikut tampil nyata dedi mulyadi kait bpjs link counter,Klarifikasi Hoaks
62431,hoaks akun facebook mengatasnamakan bupati kapuas muhammad wiyatno,jelas edar media sosial facebook buah akun mengatasnamakan bupati kapuas h muhammad wiyatno akun sebut guna nama foto profil muhammad wiyatno fakta klaim sebut benar lansir kapuaskabgoid lalu tim satgas antihoaks diskominfosantik kabupaten kapuas pasti akun sebut buat pihak tidak tanggung jawab potensi guna tindak tipu penyalahgunaan identitas jabat daerah perintah kabupaten kapuas sampai bupati kapuas tidak pernah laku komunikasi pribadi masyarakat lalu akunakun media sosial tidak resmi masuk tawar bantu minta data pribadi tuju yang arah tindak curiga link counter,Klarifikasi Hoaks
62430,hoaks tautan bantuan tunai untuk makan bergizi gratis oleh pln,jelas edar pesan beranta whatsapp isi taut klaim rupa taut bantu tunai makan gizi gratis usaha listrik negara pln fakta klaim sebut benar lansir saberhoaksjabarprovgoid cek media sosial milik pln baik tiktok plnid instagram plnid temu taut sebut unggah kait klaim sebut lalu berita rricoid manajer komunikasi tjsl pln uid sumatra barat yesi yuliani tegas informasi kena bantu tunai makan gizi gratis edar masyarakat tidak benar hoaks link counter,Klarifikasi Hoaks
62429,hoaks timur kapadze jadi pelatih timnas indonesia,jelas edar buah unggah media sosial facebook narasi klaim timur kapadze resmi jadi latih tim nasional timnas sepak bola indonesia unggah sebut tampil tangkap layar situs web olahraga transfermarkt tunjuk status timur ini latih kepala timnas indonesia fakta klaim sebut tidak benar lansir kompascom tangkap layar situs web olahraga transfermarkt transfermarktcoid tampil data timur sunting web asli fakta timur kapadze ini jadi latih kepala navbahor fk buah klub sepak bola lokal uzbekistan per desember link counter,Klarifikasi Hoaks
62428,hoaks akun whatsapp mengatasnamakan sekretaris dinas pertanian kabupaten sukabumi,jelas edar buah akun whatsapp nomor mengatasnamakan sekretaris dinas tani kabupaten sukabumi den eriska fakta lansir akun instagram perintah kabupaten sukabumi pemkabsukabumidiskominfo nomor sebut bukan milik sekretaris dinas tani kabupaten sukabumi den eriska masyarakat imbau selalu ecek benar informasi mudah percaya pesan curiga lapor nomor akun indikasi tipu link counter,Klarifikasi Hoaks
62427,hoaks tanggul jakarta jebol lagi tewas,jelas edar buah unggah video media sosial narasi tanggul jkt jebl tewas ucap ahok bukti dki jakarta tenggelam pramono malah sibuk golf fakta kalim narasi tanggul jakarta jebol tewas hoaks lansir saberhoaksjabarprovgoid temu ada berita kait klaim sebut telusur isi video sebut rupa gabung beberapa potonganpotongan video antara pertama potong video tampil nyata ahok jabat gubernur kait tanggul sudah kuat dua video lanjut tampil potong video nyata pramono tiga potong video ikut tampil opini publik klaim sebut tanggul jakarta jebol tewas tidak benar link counter,Klarifikasi Hoaks
62426,hoaks video kunjungan jokowi ke banjir sumatra tahun,jelas edar unggah media sosial facebook isi narasi tampil mantan presiden republik indonesia joko widodo jokowi tinjau lokasi dampak banjir wilayah sumatra unggah sebut serta narasi kata jokowi datang jadi pahlawan fakta klaim sebut benar lansir tirtoid video edar bukan rupa rekam peristiwa banjir jadi barubaru lain dokumentasi kunjung jokowi kabupaten agam provinsi sumatra barat mei bukti video tunjuk video ambil tahun lalu jokowi jabat presiden indonesia itu tidak temu ada lapor resmi kena kunjung baru mantan presiden sebut wilayah banjir provinsi sumatra link counter,Klarifikasi Hoaks
62425,hoaks lowongan pekerjaan melalui akun telegram mengatasnamakan wardah,jelas edar informasi lowong pekerjaaan lalu akun telegram mengatasnamakan wardah akun telegram sebut catut foto profil nama cofounder pt paragon technology and innovation pti harman subakat fakta akun telegram mengatasnamakan cofounder pti harman subakat tidak benar akun telegram sebut buat pihak tidak bertanggungjawab aksi tipu tawar lowong kerja catut nama merek kosmetik wardah modus tipu ajak korban ikut event nama apresiasi langgan arah gabung akun telegram sebut korban minta selesai tugas bisa dapat hadiah usaha laku deposit transfer sesuai pilih korban janji terima deposit komisi uang untung waktu menit pt paragon technology and innovation lalu general counsel yanne sukmadewi tegas tidak laku rekrutmen karyawan lalu akun media sosial sebut lalu akun instagram resmi growatparagon pihak imbau konsumen masyarakat umum berhatihati pihak mengatasnamakan wardah link counter klarifikasi langsung pt paragon technology and innovation lalu general counsel yanne sukmadewi nomor surat sphlegalexi,Klarifikasi Hoaks
62424,hoaks ketua komnas ham akan tempuh hukum internasional di papua,jelas edar unggah media sosial facebook isi video ketua komisi nasional hak asasi manusia komnas ham anis hidayah kata tempuh jalur hukum internasional tni segera mundur tanah papua fakta video unggah sebut tidak benar lansir kompascom cek guna hive moderation video sebut deteksi hasil cerdas buat artificial intelligence ai probabilitas persen kutip jubiid anis hidayah minta pasu nonorganik mundur tahap dorong dekat manusia selesai masalah papua kemudian awal november anis hidayah datang kantor wilayah menteri hukum papua laku audiensi kutip papuakemenkumgoid kolaborasi penting pasti hadir negara jamin penuh lindung ham wilayah papua papua selatan papua tengah papua gunung tidak usul nyata resmi komnas ham ancam tempuh hukum internasional papua link counter,Klarifikasi Hoaks
62423,hoaks tidak benar banjir di pulau sumatra ditetapkan sebagai bencana internasional,jelas edar unggah media sosial tiktok klaim narasi peristiwa banjir longsor jadi pulau sumatra tetap bencana internasional fakta klaim sebut benar lansir saberhoaksjabarprovgoid bencana jadi pulau sumatra tetap bencana internasional tidak benar perintah memang tetap bencana jadi pulau sumatra bencana nasional bencana pulau sumatra baru tetap darurat bencana berita kompascom status darurat bencana tetap jadi banjir besar dampak tiga provinsi sebut tetap status sebut menteri koordinator bidang bangun manusia budaya menko pmk pratikno jelas perintah kerah seluruh sumber daya bantu provinsi aceh sumatra utara sumatra barat hasil cari bagai sumber kredibel tidak temu informasi terang sebut dunia keluar status bencana internasional indonesia link counter,Klarifikasi Hoaks
62422,hoaks video sapi di atap rumah saat banjir sumatra,jelas edar buah unggah video media sosial facebook lihat sapi ada atap rumah jadi banjir video sebut edar jadi bencana landa tiga provinsi pulau sumatra akhir november fakta klaim sebut tidak benar lansir kompascom cek guna hive moderation video deteksi hasil cerdas buat artificial intelligence ai probabilitas persen link counter,Klarifikasi Hoaks
62421,hoaks akun whatsapp mengatasnamakan kepala bidang kemitraan dan penataan hukum lingkungan kabupaten sukabumi,jelas edar media sosial whatsapp oknum mengatasnamakan kepala bidang mitra tata hukum lingkung kabupaten sukabumi arli harliana nomor fakta lansir akun instagram perintah kabupaten sukabumi pemkabsukabumidiskominfo nomor sebut bukan nomor kepala bidang mitra tata hukum lingkung dinas lingkung hidup kabupaten sukabumi arli harliana pasti selalu cek benar informasi jangan klik link sembarang lapor pesan curiga link counter,Klarifikasi Hoaks
62414,hoaks video hiu berenang di banjir bandang sumatera barat,jelas edar buah unggah video media sosial tiktok tampil hiu renang lokasi banjir bandang peristiwa sebut klaim jadi kota padang sumatera barat november fakta klaim narasi video hiu seret banjir kota padang hoaks lansir tempoco rekam hiu kawasan banjir bukti hasil cerdas buat telusur lebih jauh cuplik video lihat saksama tampak video lihat orang reporter lapor muncul ekor hiu area banjir video ekor hiu tanda kotak merah tibatiba satu tabrak itu lihat teks bahasa thailand buah warung tunjuk konten kandung elemen artificial intelligence ai simulasi buat teknologi ai generatif gambar situasi ekstrem bisa jadi sekitar manusia saat tidak lapor berita benar klaim muncul ekor hiu seret banjir kota padang link counter,Klarifikasi Hoaks
62413,hoaks iuran bpjs naik persen,jelas edar unggah media sosial facebook isi narasi klaim direktur utama badan selenggara jamin sosial bpjs sehat prof dr ali ghufron mukti aju naik tarif iur bpjs presiden prabowo subianto hingga persen fakta klaim sebut benar lalu akun instagram resmi bpjs sehat republik indonesia bpjskesehatanri pihak klarifikasi hingga ini tidak ada naik iur atau ubah regulasi kait sesuai iur bpjs sehat lansir tirtoid hingga ini naik iur bpjs sehat final ini sampai menteri uang purbaya yudhi sadewa usai ada bahas tarif bpjs menteri sehat budi gunadi sadikin oktober link counter,Klarifikasi Hoaks
62412,hoaks tautan pendaftaran undian bpd jateng berhadiah umroh hingga mobil,jelas edar unggah media sosial facebook isi narasi taut klaim akses undi bank jateng hadiah umroh hingga mobil pajero unggah sebut edar desember fakta klaim unggah sebut benar kutip liputancom telusur arah nyata bank jateng lalu akun instagram resmi bankjateng bank jateng minta nasabah waspada tipu jangan mudah percaya modus mengatasnamakan bank jateng masyarakat imbau selalu pasti informasi akun sosial media resmi bank jateng tidak pernah minta data pribadi nasabah link counter,Klarifikasi Hoaks
62411,hoaks video warga papua usir imigran asal jawa,jelas edar unggah video unjuk rasa media sosial tiktok klaim masyarakat papua mulai usir imigran asal pulau jawa fakta klaim sebut tidak benar lansir tempoco laku kece guna cari gambar balik google images hasil arah situs media voaindonesiacom artikel judul koalisi masyarakat sipil minta keras ras tak ulang peristiwa rupa unjuk rasa warga kabupaten manokwari protes insiden keras usir mahasiswa papua kota malang kota surabaya agustus itu temu dari kanal youtube milik media hukum indonesia publikasi agustus link counter,Klarifikasi Hoaks
62410,hoaks akun whatapp mengatasnamakan petugas dukcapil kabupaten garut,jelas edar media sosial akun whatsapp mengatasnamakan tugas dinas duduk catat sipil dukcapil kabupaten garut nomor fakta lansir akun instagram garut saber hoaks garutsaberhoaks dinas duduk catat sipil kabupaten garut pernah hubung personal lalu whatsapp telepon minta data pribadi nik nama alamat dalih validasi nomor sebut rupa modus tipu data korban disalahgunakan pinjam ilegal curi identitas bobol rekening link counter,Klarifikasi Hoaks
62405,hoaks video israel dan amerika serikat kirim bantuan ke kota sibolga,jelas edar buah unggah video media sosial tampil manuver jumlah helikopter kirim bantu israel amerika serikat korban banjir sumatra akhir november fakta klaim video kirim bantu israel amerika serikat korban banjir sumatra akhir november hoaks lansir tempoco rekam helikopter tak kait kirim bantu kota sibolga hingga desember malaysia jadi satusatunya negara asing catat kirim bantu bencana banjir longsor sumatra bantu sebut tiba bandara sultan iskandar muda aceh november kondisi beda jadi provinsi sumatra utara gubernur sumatra utara bobby nasution aku distribusi pangan via darat macet total lantar akses jalan masih putus link counter,Klarifikasi Hoaks
62404,hoaks video kemunculan buaya di banjir sibolga,jelas edar unggah media sosial facebook buah video tampil muncul buaya banjir kota sibolga provinsi sumatra utara fakta klaim sebut benar lansir tirtoid video sebut pertama kali unggah akun tiktok ainzeye oktober unggah sebut sebut jadi ekor buaya muncul banjir landa mukim video sebut jelas rupa buat artificial intelligence ai itu tidak ada berita kredibel verifikasi informasi sebut link counter,Klarifikasi Hoaks
62403,hoaks akun whatsapp mengatasnamakan wakil gubernur sulawesi barat salim s mengga,jelas edar buah akun whatsapp mengatasnamakan wakil gubernur wagub sulawesi barat salim s mengga akun whatsapp sebut cantum nama foto profil salim s mengga nomor fakta akun whatsapp sebut tidak benar lansir bugisposcom perintah provinsi sulawesi barat pasti nomor sebut bukan milik wakil gubernur sulawesi barat salim s mengga akun whatsapp sebut indikasi tipu laku kirim pesan jumlah warga tawar bagai bentuk bantu hingga program perintah tidak benar minta data pribadi beberapa syarat tentu jumlah warga aku nyaris jebak pola komunikasi kes rapi yakin laksana tugas plt kepala dinas komunikasi informatika kad kominfo provinsi sulawesi barat muhammad ridwan djafar sampai masyarakat berhatihati tetap waspada bentuk tipu mengatasnamakan jabat tentu baik mengatasnamakan gubernur sulbar suhardi duka maupun wagub salim s mengga link counter,Klarifikasi Hoaks
62402,hoaks video kuis tebak nama kota oleh dedi mulyadi,jelas edar buah unggah media sosial facebook klaim ada kuis tebak nama kota dedi mulyadi fakta klaim sebut benar lansir turnbackhoaxid tidak temu informasi kredibel kena informasi sebut video unggah rupa hasil rekayasa buat artificial inteligence ai deepfake agregat skor simpul unggah sebut rupa phishing tipu link counter,Klarifikasi Hoaks
62401,hoaks dpr ajukan tambahan pajak baru bagi masyarakat,jelas edar buah unggah foto media sosial facebook klaim narasi dewan wakil rakyat dpr aju tambah pajak baru masyarakat fakta klaim sebut benar lansir turnbackhoaxid laku kece foto guna google lens hasil arah unggah akun instagram pribadi milik puan maharani puanmaharaniri tahu konteks asli foto momen puan maharani saat rupa ketua asean interparliamentary assembly sampai pesan parlemen asean konferensi tingkat tinggi ktt asean labu bajo provinsi nusa tenggara timur mei itu berita detikcom judul puan bawa pesan aipa di ktt asean singgung ekonomi hijau damai tahu puan maharani bahas ekonomi hijau damai tidak temu nyata dpr aju tambah pajak rakyat link counter,Klarifikasi Hoaks
62400,hoaks menteri esdm bahlil lelang gunung lawu untuk proyek listrik tenaga panas bumi,jelas edar undang media sosial facebook isi narasi klaim menteri menteri energi sumber daya mineral esdm bahlil lahadalia lelang gunung lawu proyek listrik tenaga panas bumi fakta klaim sebut benar lansir laman resmi menteri esdm esdmgoid direktur jenderal energi baru baru konservasi energi ebtke menteri esdm eniya listiani dewi tegas gunung lawu tidak masuk wilayah kerja panas bumi wkp tidak proses lelang maupun aktivitas eksplorasi kawasan sebut putus rupa hasil evaluasi seluruh rencana kembang wkp gunung lawu aju tahun resmi hapus tahun tahun perintah laku audiensi perintah kabupaten karanganyar libat akademisi universitas sebelas maret uns hasil diskusi sebut camat jenawi usul lokasi alternatif ada jauh kawasan cagar budaya situs spiritual wilayah milik ikat erat gunung lawu link counter,Klarifikasi Hoaks
62391,hoaks video gunung merapi erupsi pada november,jelas edar media sosial tiktok unggah video narasi darurat bencana dmn meru kini rapi susul moga segera baik indonesia amin fakta laku telusur masuk potong gambar video sebut google lens hasil telusur arah berita inewsid judul gunung rapi erupsi awan panas putih bumbung langit tayang sabtu maret link counter,Klarifikasi Hoaks
62390,hoaks dunia tetapkan status bencana internasional untuk indonesia,jelas edar undang media sosial tiktok isi narasi klaim negara amerika serikat singapura malaysia turun bantu putus bencana indonesia bencana internasional fakta klaim sebut benar lansir turnbackhoaxid temu informasi kredibel benar klaim lansir cnnindonesiacom malaysia memang kirim obatobatan hingga tim dokter korban banjir aceh amerika serikat turun tangan langsung beri bantu bantu asal masyarakat amerika himpun lalu dompet dhuafa tidak temu jelas kait tetap status bencana internasional link counter,Klarifikasi Hoaks
62389,hoaks mark zuckerberg bagikan bantuan rp juta di facebook,jelas edar buah unggah media sosial facebook klaim mark zuckerberg bagi bantu nila rp juta fakta klaim sebut benar lansir kompascom unggah sebut rupa hasil rekayasa digital itu mark zuckerberg tidak pernah umum beri bantu dana lalu facebook situs resmi meta transparency center transparencymetacom sebut tindak sebut rupa upaya tipu libat bisnis entitas sudah diri guna klaim palsu tuju tipu link counter,Klarifikasi Hoaks
62388,hoaks tni au ambil alih bandara ilegal imip morowali,jelas edar buah unggah media sosial facebook isi narasi gerak cepat tni angkat udara ambil alih bandara ilegal iip morowali sulawesi fakta klaim sebut tidak benar lansir turnbackhoaxid telusur lebih lanjut temu artikel laman kemenhangoid judul menhan sjafrie tinjau morowali uji kesiap tahan integrasi aman obvitnas artikel sebut jelas menteri tahan republik indonesia sjafrie sjamsoeddin sedang tinjau simulasi tahan integrasi tni kabupaten morowali uji kesiap aman obvitnas rabu november link counter,Klarifikasi Hoaks
62375,hoaks air laut naik di wilayah kabupaten pidie jaya,jelas edar unggah media sosial facebook isi informasi sebut naik air laut wilayah kabupaten pidie jaya fakta klaim sebut tidak benar lansir komparatifid anggota dewan wakil rakyat kabupaten bireuen muslim abdullah sebut info air laut naik minggu malam november rupa hoaks duga info buat kelompok maling wakil bupati pidie jaya hasan basri lurus informasi tidak peristiwa naik air laut imbau masyarakat tidak panik kembali tempat masingmasing link counter,Klarifikasi Hoaks
62374,hoaks harimau turun dari hutan di sibolga,jelas edar media sosial facebook buah unggah video tampak harimau tengah banjir sebut peristiwa sebut lokasi kota sibolga provinsi sumatera utara fakta klaim sebut benar lansir kompascom ecek asli video sebut guna hive moderation hasil tunjuk video sebut milik probabilitas persen hasil artificial intelligence ai jauh tidak lapor kredibel bukti ada harimau liar mukim warga banjir kota sibolga link counter,Klarifikasi Hoaks
62373,hoaks tautan pendaftaran internet rakyat gratis bulan,jelas edar unggah media sosial facebook isi taut klaim daftar internet rakyat gratis bulan fakta klaim sebut benar lansir liputancom taut sebut arah halaman situs tampil formulir digital minta identitas pribadi nama nomor telegram khawatir rupa modus phishing dapat layan internet rakyat dapat akses lalu situs resmi internetrakyatid mytelemediaid adapun detail paket internet rakyat akan guna terima masuk gratis langgan bulan pertama hingga tidak kena biaya pasang link counter,Klarifikasi Hoaks
62372,hoaks akun whatsapp mengatasnamakan kepala dinas lingkungan hidup kabupaten sukabumi nunung nurhayati,jelas edar aplikasi pesan whatsapp buah akun mengatasnamakan kepala dinas lingkung hidup kabupaten sukabumi nunung nurhayati nomor fakta klaim sebut benar lansir akun instagram perintah kabupaten sukabumi pemkabsukabumidiskominfo nomor sebut pasti bukan milik jabat sangkut telah guna upaya tipu masyarakat imbau selalu konfirmasi benar informasi terima lapor pesan curiga link counter,Klarifikasi Hoaks
62371,hoaks mahfud md bagibagi tunjangan jutaan rupiah,jelas edar buah unggah video media sosial facebook klaim mahfud md bagi uang tunjang juta rupiah buka usaha fakta klaim sebut benar lansir turnbackhoaxid video asli unggah rupa hasil rekayasa manipulasi artificial intelligence ai kanal youtube kemenko polkam ri video sebut mahfud md pada itu jabat menteri koordinator bidang politik aman menko polhukam sampai konferensi pers respons tangkap tiga duga teroris libat oknum mui mahfud tidak sedang sampai beri bantu tunjang yang butuh video sebut link counter,Klarifikasi Hoaks
62370,hoaks video guguran lava pijar gunung merapi pada november,jelas edar buah unggah video klaim lihat gugur lava pijar gunung rapi rabu november fakta klaim sebut benar lansir kompascom dasar data pantau balai lidi kembang teknologi bencana geologi bpptkg dapat jadi awan panas gugur apg tanggal waktu video sebut video yang edar identik video kanal youtube cnn indonesia pada maret link counter,Klarifikasi Hoaks
62364,hoaks akun tiktok mengatasnamakan wakil walikota pangkalpinang kepulauan bangka belitung dessy ayustrina,jelas edar buah akun tiktok mengatasnamakan wakil wali kota pangkalpinang pulau bangka belitung dessy ayustrina akun tiktok sebut guna nama foto profil dessy ayustrina fakta akun tiktok sebut akun palsu lansir serumpunsebalaicom konfirmasi wakil wali kota pangkalpinang dessy ayutrisna kata diri milik akun resmi ada akun pribadi diprivate kunci dessy ayutrisna harap masyarakat hati hati upayaupaya tipu mengatasnamakan diri maupun ajudan wakil wali kota benar informasi pasti lalu kanal resmi perintah kota pangkalpinang masyarakat imbau tidak beri respon beri data pribadi akun sebut link counter,Klarifikasi Hoaks
62363,hoaks campuran daun belimbing wuluh dan kulit manggis sembuhkan pembesaran getah bening di leher,jelas edar buah unggah media sosial klaim campur daun belimbing wuluh kulit manggis jadi obat herbal sembuh benjol akibat besar getah bening leher operasi fakta klaim campur daun belimbing wuluh kulit manggis sembuh besar getah bening leher hoaks lansir tempoco sembuh benjol getah bening dapat guna bahanbahan herbal zubairi djoerban dokter spesialis sakit rumah sakit kramat jakarta besar getah bening leher dapat sebab bagai faktor di antara infeksi kelompok virus herpes cytomegalovirus cmv infeksi virus epstein barr ebv bakteri sakit autoimun lupus rheumatoid arthritis kanker limfoma leukemia tuberkulosis tbc kelenjar benjol sebab infeksi virus sembuh sendiri beda benjol sebab infeksi tenggorok gigi sembuh infeksi perlu tangan dokter link counter,Klarifikasi Hoaks
62362,hoaks video anies gelar syukuran karena roy suryo akan ditahan,jelas edar buah unggah video media sosial facebook klaim mantan gubernur dki jakarta anies baswedan ada acara syukur roy suryo tetap sangka polda metro jaya tuding ijazah palsu mantan presiden joko widodo jokowi fakta klaim sebut tidak benar lansir kompascom laku cari guna google lens pasu video edar hasil identik unggah video kanal youtube milik eno glowing channel tayang november video adalah momen anies hadir acara syukur resmi jembatan kabupaten pandeglang provinsi banten tidak kait kena kasus tahan roy suryo link counter,Klarifikasi Hoaks
